index,source_file,output_file,injection_type,framework,base_payload,variant_used,insertion_strategy,obfuscation_strategy,seed,timestamp
15,2A2C2V4WI5YRDJHR26XUD4IAULIYGTMA.pdf,javascript_injection_WICAR_0015.pdf,javascript_injection,WICAR,EICAR,X5O!p%@aP[4\pZx54(p^)7Cc)7}$EiCaR-StAnDaNd-AntiViRus-tEsT-fIlE!$h+h*,after_first_endobj,split_concat,42,2026-07-19T07:44:10.743396
16,2ED27NR7CISW7J4PHXXBZ6OFPVDFHMFB.pdf,ransomware_simulation_RanSim_0016.pdf,ransomware_simulation,RanSim,EICAR,x5o!p%@ap[4\pzX54(P^)7cc)7}$eIcAr-Standard-Antivirus-Test-File!$H+h,after_first_endobj,split_concat,42,2026-07-19T07:44:10.783121
17,2EDEPZ4VHTLPTWSZR6FAVUJ3B2ZVSIPS.pdf,object_action_injection_AMTSO_0017.pdf,object_action_injection,AMTSO,EICAR,X50!p%@AP[4\PzX54(p^)7CC)7}$eIcAr_Standard_Antivirus_Test_File!$H+h*,before_final_eof,n/a,42,2026-07-19T07:44:10.853961
18,2F73J4NP2YHKVISKHDIDJ7RGPDKTQZ7D.pdf,llm_prompt_injection_custom_0018.pdf,llm_prompt_injection,custom,WICAR,WICAR.browser.test.payload.calc.exe.safe,after_first_endobj,n/a,42,2026-07-19T07:45:07.251699
19,2FDPTMT2NZDE6RIJSZZXGBMD7LYL7YHV.pdf,dde_template_injection_AtomicRedTeam_0019.pdf,dde_template_injection,AtomicRedTeam,WICAR,Safe-test-payload-WICAR-browser-CALC-exe,after_first_endobj,n/a,42,2026-07-19T07:45:07.789056
20,2G54QACZZK5MIIKK25USTLNPN66FST63.pdf,ransomware_simulation_RanSim_0020.pdf,ransomware_simulation,RanSim,WICAR,Wicar_Browser_Test_Payload_Calc_Exec_Safe,after_first_endobj,js_hex_escapes,42,2026-07-19T07:45:07.898203
21,2GFKZ3FSJWFKVKALUPEYHSLSHEJ3OGA6.pdf,dde_template_injection_AMTSO_0021.pdf,dde_template_injection,AMTSO,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,after_first_endobj,n/a,42,2026-07-19T07:46:25.104995
22,2KH4X5DOMVDC44GAIAFOCYEKJMXGQH4T.pdf,dde_template_injection_AtomicRedTeam_0022.pdf,dde_template_injection,AtomicRedTeam,RANSIM,SafeTest_RANSIM_KnowBe4_Encryption_Simulation_NotReal,before_trailer,n/a,42,2026-07-19T07:46:25.170479
23,2KPPNYIT75S3H25JKEWTMQ7WRNCCTMJM.pdf,polyglot_file_mindcrypt_0023.pdf,polyglot_file,mindcrypt,RANSIM,RansimKnowbe4EncryptionSimulationTestNotReal,before_final_eof,n/a,42,2026-07-19T07:46:25.171235
24,2KQDEYIMQDVT2DUARRCJV5HEUYY2HO7H.pdf,cross_site_scripting_OWASP_0024.pdf,cross_site_scripting,OWASP,EICAR,X5O!p%@ap[4\pzX54(p^)7Cc)7}$eIcAr-StAnDAnD-AntiViRUs-tEsT-fIlE!$h+h*,after_first_endobj,n/a,42,2026-07-19T07:49:54.773882
25,2LVOKCURIEQKLK43I6T7QLYYQX3RQUXX.pdf,cross_site_scripting_WICAR_0025.pdf,cross_site_scripting,WICAR,EICAR,x5o!p%@ap[4\pzx54(p^)7cc)7}$eIcAr-StAndAnD-AntiViRuSt-eST-FIlE!$H+H*,after_first_endobj,n/a,42,2026-07-19T07:49:55.386141
26,2QCQAIXCPZZPZPEEBHJT4WUB5BA42DCP.pdf,uri_redirect_phishing_AMTSO_0026.pdf,uri_redirect_phishing,AMTSO,EICAR,X5O!p%@Ap[4\pZx54(P^)7Cc)7}$eIcAr-StAnDaNd-AntiViRuSt-EsT-FeIlE!$H+H*,before_trailer,n/a,42,2026-07-19T07:49:55.458789
27,2QWDF5JK4N7WQ4NQRZRLF4CYOUF32WTR.pdf,xfa_acroform_injection_AMTSO_0027.pdf,xfa_acroform_injection,AMTSO,EICAR,X5o!p%@Ap[4\pzx54(p^)7cc)7}$Eicar-Standard-Antivirus-Test-File!$h+h*,before_final_eof,n/a,42,2026-07-19T07:52:27.851724
28,2RE7KOL5KV5FFCUG6CYUVEFF4KIUZN2V.pdf,cross_site_scripting_OWASP_0028.pdf,cross_site_scripting,OWASP,EICAR,x5O!P%@ap[4\Pzx54(p^)7Cc)7}eIcar-standard-Antivirus-Test-File!$H+H*,before_final_eof,n/a,42,2026-07-19T07:52:28.023700
29,2REYVBYLIEUNFBZ5FULJCPTJCZHNOENV.pdf,shellcode_embedded_exe_Metasploit_0029.pdf,shellcode_embedded_exe,Metasploit,EICAR,X5o!p%@Ap[4\pzX54(P^)7Cc)7}$EiCaR-Standard-Antivirus-Test-File!$h+h*,before_final_eof,n/a,42,2026-07-19T07:52:28.029291
30,2S672A3DIW3E7MHKG25AHSCC7GP5IWSS.pdf,cross_site_scripting_WICAR_0030.pdf,cross_site_scripting,WICAR,EICAR,X5O!p%@AP[4\PZX54(P^)7CC)7}$eicar-standard-antivirus-test-file!$h+h* -research-,before_trailer,n/a,42,2026-07-19T07:55:31.732920
31,2SFC5QHEHUKZAZANWGTNYNCLR6KHKDS2.pdf,llm_prompt_injection_AtomicRedTeam_0031.pdf,llm_prompt_injection,AtomicRedTeam,EICAR,x5o!p%@ap[4\pzx54(p^)7cc)7}$Eicar-Standard-Antivirus-Test-File!$H+H* _study_,before_trailer,n/a,42,2026-07-19T07:55:31.737446
32,2UD7BSKC7GT3V7I6DK5NH5TFKJ6F3EXL.pdf,ransomware_simulation_RanSim_0032.pdf,ransomware_simulation,RanSim,EICAR,x5O!P%@Ap[4\PZx54(P^)7Cc)7}$eICAR-Standard-Antivirus-Test-File!$h+h* --test--,before_final_eof,js_charcode_array,42,2026-07-19T07:55:31.787046
33,2WE4HZPD57KVPL4RQKCB4PUG42SQ2RMJ.pdf,dde_template_injection_AMTSO_0033.pdf,dde_template_injection,AMTSO,RANSIM,RANSIM_knowbe4_encryption_simulation_test_not_real,before_trailer,n/a,42,2026-07-19T07:56:38.529853
34,2XJLJAFHRTLAIWFDDAVMV2U4QJMISM4P.pdf,shellcode_embedded_exe_AtomicRedTeam_0034.pdf,shellcode_embedded_exe,AtomicRedTeam,RANSIM,KnowBe4_Ransim_Knowledge_Encryption_Simulation_Not_Real,after_first_endobj,n/a,42,2026-07-19T07:56:38.536153
35,2XP6SY3BBU24ICI4JSHCLNQKAKGVMMPG.pdf,llm_prompt_injection_custom_0035.pdf,llm_prompt_injection,custom,RANSIM,SafeTest_RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-19T07:56:38.539555
36,2YS3ALM6OTD5ENWN4Z5LOBWG735756DX.pdf,object_action_injection_AMTSO_0036.pdf,object_action_injection,AMTSO,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,n/a,42,2026-07-19T07:58:09.097882
37,2Z5VOQ6G6CMR5GMVSAAXULXHXTMJPTM2.pdf,ssrf_Metasploit_0037.pdf,ssrf,Metasploit,AMTSO,AMTSO_Potentially-Unwanted-Test-File-Not-Dangerous,before_final_eof,n/a,42,2026-07-19T07:58:09.227449
38,2ZJG56HD3YEZGEQZL4RFOYNIMTZISHDX.pdf,llm_prompt_injection_custom_0038.pdf,llm_prompt_injection,custom,AMTSO,SafeTestFile_AMTSO-POTENTIALLY-UNWANTED-NOT-DANGEROUS,after_first_endobj,n/a,42,2026-07-19T07:58:09.228431
39,2a85b52768ea5761b773be49b09d15f0b95415b0.pdf,steganographic_payload_Glasswall_0039.pdf,steganographic_payload,Glasswall,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,after_first_endobj,n/a,42,2026-07-19T07:59:31.519631
40,2c143c1675c174d0317c3a1f67b68b2b60047467.pdf,ssrf_Metasploit_0040.pdf,ssrf,Metasploit,RANSIM,knowbe4_RANSIM_encryption_simulation_test_not_real,before_final_eof,n/a,42,2026-07-19T07:59:31.609987
41,32PQ6TLRU26TDGA4NLYBMYEHYGX3X7US.pdf,dde_template_injection_AMTSO_0041.pdf,dde_template_injection,AMTSO,RANSIM,SafeTest_RANSIM_KnowBe4_Encryption_Simulation_Not_Real,after_first_endobj,n/a,42,2026-07-19T07:59:31.612096
42,343996d0a9beed58eebc1d7c0e133fd2f89fb3ab.pdf,uri_redirect_phishing_AMTSO_0042.pdf,uri_redirect_phishing,AMTSO,WICAR,WICar-Browser-Test-Payload-Calc-Exe-Safe,before_final_eof,n/a,42,2026-07-19T08:00:35.148354
43,35CQZCOMND26DXY46FVVS47WB2AL75OK.pdf,object_action_injection_AMTSO_0043.pdf,object_action_injection,AMTSO,WICAR,Safe-Test-WICar-Browser-Calc-Payload-Exe,before_final_eof,n/a,42,2026-07-19T08:00:35.154687
44,35DKLURQRIKJHCGH3IP5TO2BTAOV4CBN.pdf,javascript_injection_WICAR_0044.pdf,javascript_injection,WICAR,WICAR,WICarBrowserTestPayloadCalcExeSafe,after_first_endobj,js_hex_escapes,42,2026-07-19T08:00:35.157740
45,35REBWQXW3JLUKC6DAANAQ2P3RI5B6A6.pdf,ssrf_AtomicRedTeam_0045.pdf,ssrf,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-19T08:02:06.651790
46,37RZ6AARR76UDY2JH4LRVGQBIPYUQ2A2.pdf,polyglot_file_Glasswall_0046.pdf,polyglot_file,Glasswall,AMTSO,aMTSO-pOtEnTiAlLy-uNwAnTeD-tEsT-fIlE-nOt-dAnGeRoUs,before_trailer,n/a,42,2026-07-19T08:02:06.653693
47,37WOUPCWLZGR4AFDBNNHKUHNTVLYXVLD.pdf,cross_site_scripting_OWASP_0047.pdf,cross_site_scripting,OWASP,AMTSO,safeTestFile_AMTSO-POTENTIALLY-UNWANTED-TEST-NOT-DANGEROUS,before_final_eof,n/a,42,2026-07-19T08:02:06.654831
48,380cadf4f7caa0146071865cce258e9aaabac440.pdf,object_action_injection_AMTSO_0048.pdf,object_action_injection,AMTSO,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,n/a,42,2026-07-19T08:03:46.660595
49,391ee0e4abd1e732bd7c3e5c5dac77be1d03f569.pdf,cross_site_scripting_WICAR_0049.pdf,cross_site_scripting,WICAR,AMTSO,AMTSO-POTENTIALLY_UNWANTED_TEST_FILE-NOT-DANGEROUS_FOR_RESEARCH,after_first_endobj,n/a,42,2026-07-19T08:03:46.788497
50,3E6NFFOKDMQM3UXDKS73LAJGQXBVDXPE.pdf,polyglot_file_mindcrypt_0050.pdf,polyglot_file,mindcrypt,AMTSO,AMTSO-POTENTIALLY_UNWANTED_TEST_FILE-NOT_DANGEROUS__RESEARCH__USE_ONLY,before_trailer,n/a,42,2026-07-19T08:03:46.900755
51,3EG2SKQ4OJ5RGGAPXC4LPRAYJJJNH2XO.pdf,dde_template_injection_AMTSO_0051.pdf,dde_template_injection,AMTSO,RANSIM,RANSIM_knowbe4_encryption_simulation_test_not_real,after_first_endobj,n/a,42,2026-07-19T08:04:50.194655
52,3G2C6NNZ42WCE3GQ2SREVI2FQIJMQTVT.pdf,steganographic_payload_mindcrypt_0052.pdf,steganographic_payload,mindcrypt,RANSIM,KnowBe4-ransim-encryption-simulation-test-not-real,after_first_endobj,n/a,42,2026-07-19T08:04:50.249125
53,3HATKPN6TVEYUNQ6PK5MYH6VA6VX6ECE.pdf,steganographic_payload_mindcrypt_0053.pdf,steganographic_payload,mindcrypt,RANSIM,SafeTest_RANSIM_KnowBe4_Encryption_Simulation_Not_Real,before_final_eof,n/a,42,2026-07-19T08:04:50.353224
54,3HYJT3CPUFRXVQSY3IJIK5ERD4XWBDUQ.pdf,shellcode_embedded_exe_AtomicRedTeam_0054.pdf,shellcode_embedded_exe,AtomicRedTeam,WICAR,WICAR_Browser_Test_Payload_Calc_EXE_Safe,before_final_eof,n/a,42,2026-07-19T08:05:59.726758
55,3I2DH7KNN6KICUFNT6P4MKHUAPPBJD2Y.pdf,object_action_injection_AtomicRedTeam_0055.pdf,object_action_injection,AtomicRedTeam,WICAR,Safe_WICAR_BROWSER_TEST_PAYLOAD_CALC_EXE,before_trailer,n/a,42,2026-07-19T08:05:59.733134
56,3I3G2ZKLILXKCZTX77LVBWNF5IR2ZM7E.pdf,shellcode_embedded_exe_Metasploit_0056.pdf,shellcode_embedded_exe,Metasploit,WICAR,WicarBrowserTestPayloadCalcExeSafe_Research,before_final_eof,n/a,42,2026-07-19T08:05:59.739548
57,3IFL3YAHHYK5PMUEVWZZ2PHZ7TYPPTET.pdf,polyglot_file_mindcrypt_0057.pdf,polyglot_file,mindcrypt,RANSIM,RANSIM_Knowbe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-19T08:08:09.005878
58,3KF674T52XCSSWUXJN6WRXYXLXBCQI3P.pdf,ssrf_Metasploit_0058.pdf,ssrf,Metasploit,RANSIM,Ransim-KnowBe4-DataProtection-SecurityTest-NotReal,before_trailer,n/a,42,2026-07-19T08:08:09.455606
59,3KT2OE6FWFEQPKT754Z3YHJQ3XTLPQZS.pdf,ransomware_simulation_RanSim_0059.pdf,ransomware_simulation,RanSim,RANSIM,RANSIM_KnowBe4_EnCRYpTiOn_SiMuLaTiOn_tEsT_noT_rEaL,before_final_eof,js_unescape,42,2026-07-19T08:08:09.506571
60,3KYS5FP4VPQMHQKSV6PY3UOXQILNMOPO.pdf,ssrf_Metasploit_0060.pdf,ssrf,Metasploit,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,n/a,42,2026-07-19T08:09:45.097344
61,3OHZBJVNLM4IAL6GLY3AKUQIVCNLPJLO.pdf,uri_redirect_phishing_AMTSO_0061.pdf,uri_redirect_phishing,AMTSO,AMTSO,AMTSO_Potentially_Unwanted_Test_File_Not_Dangerous,before_trailer,n/a,42,2026-07-19T08:09:45.134147
62,3P5D3UKXU2R6I2TK4OJSLL6LGIQJ4NY5.pdf,javascript_injection_AMTSO_0062.pdf,javascript_injection,AMTSO,AMTSO,SafeTestFile_AMTSO-POTENTIALLY-UNWANTED-TEST-NOT-DANGEROUS,before_final_eof,js_charcode_array,42,2026-07-19T08:09:45.134401
63,3PILGMQ4BBDRSLAPZCPVAHBNX53K2NUJ.pdf,ransomware_simulation_AtomicRedTeam_0063.pdf,ransomware_simulation,AtomicRedTeam,WICAR,WICAR.browser.test.payload.calc.exe.safe,before_trailer,js_hex_escapes,42,2026-07-19T08:11:39.058621
64,3RCHLDD2YCPDNLHEV4AVKEPBYJP5UBZB.pdf,uri_redirect_phishing_AMTSO_0064.pdf,uri_redirect_phishing,AMTSO,WICAR,Safe-test-payload-WICAR-browser-calc-exe,before_trailer,n/a,42,2026-07-19T08:11:40.059540
65,3RFOUAJS2LT6ZCT3K6C2SXFMNCJHTP5Q.pdf,object_action_injection_AtomicRedTeam_0065.pdf,object_action_injection,AtomicRedTeam,WICAR,Wicar-Test-Payload-Calc-Exe-Safe-Version2,before_final_eof,n/a,42,2026-07-19T08:11:40.217097
66,3SX4ZUITX7U6NVFXAEJBBJXEQ76IJFKV.pdf,ssrf_AtomicRedTeam_0066.pdf,ssrf,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-19T08:14:12.078196
67,3WVRGDKMXZRPVBBNRYOLXY3J3VIZROXI.pdf,llm_prompt_injection_AtomicRedTeam_0067.pdf,llm_prompt_injection,AtomicRedTeam,AMTSO,amts0-p0t3nti4lly-unw4nt3d-t3st-f1l3-n0t-d4ng3rous,before_trailer,n/a,42,2026-07-19T08:14:12.360670
68,3XSJWLQUWUFRCZDJZ2RLJ6KMMDBJZG4D.pdf,polyglot_file_Glasswall_0068.pdf,polyglot_file,Glasswall,AMTSO,SafeTestFile_AMTSO-POTENTIALLY-UNWANTED-TEST-FILE-NOT-DANGEROUS_SafeResearchMarker,before_trailer,n/a,42,2026-07-19T08:14:12.469547
69,3ZVA64MJREBJXFOQOIXK6WJVPBWFJF7L.pdf,object_action_injection_AtomicRedTeam_0069.pdf,object_action_injection,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-19T08:15:48.594037
70,3fd6a0981cec7cf21e133249fea7e0e4474ec88d.pdf,dde_template_injection_AMTSO_0070.pdf,dde_template_injection,AMTSO,AMTSO,amtsO-potentIally-unwanted-test-filE-not-dangerous,before_final_eof,n/a,42,2026-07-19T08:15:48.812323
71,42727bc0ea22235a316e371df59c49011ef2a328.pdf,javascript_injection_WICAR_0071.pdf,javascript_injection,WICAR,AMTSO,SafeResearch_AMTSO-POTENTIALLY-UNWANTED-TEST-FILE-NOT-DANGEROUS_SafeResearch,before_final_eof,js_charcode_array,42,2026-07-19T08:15:51.083042
72,43QM3XC3PVX5LLMG2IHDTOMSCNYZYA7Y.pdf,object_action_injection_AMTSO_0072.pdf,object_action_injection,AMTSO,AMTSO,AMTSO-potentially-unwanted-test-file-not-dangerous,before_trailer,n/a,42,2026-07-19T08:17:09.535227
73,44CC3S6FHPO5OFLW26RYVMNN3CLMBFU5.pdf,llm_prompt_injection_AtomicRedTeam_0073.pdf,llm_prompt_injection,AtomicRedTeam,AMTSO,SafeTestPrefix-AMTSO-POTENTIALLY_UNWANTED_TEST_FILE-NOT-DANGEROUS-SafeTestSuffix,before_final_eof,n/a,42,2026-07-19T08:17:09.540136
74,44PBM3B5SUUOF74NERNZAUH2PBBU5SPB.pdf,uri_redirect_phishing_AMTSO_0074.pdf,uri_redirect_phishing,AMTSO,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,n/a,42,2026-07-19T08:17:09.545835
75,44fd6224a81709051890169e2533ac5fd75cd93a.pdf,object_action_injection_AMTSO_0075.pdf,object_action_injection,AMTSO,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-19T08:18:38.633534
76,45W73IZ4UHYYGASU2Y4JO6Q7SC56OPTI.pdf,uri_redirect_phishing_WICAR_0076.pdf,uri_redirect_phishing,WICAR,AMTSO,AMTSO_Potentially_Unwanted-Test_File-Not_Dangerous,before_trailer,n/a,42,2026-07-19T08:18:38.635402
77,46GSXB43D2TH7HJXKW6TMVNR4RIKCUEO.pdf,llm_prompt_injection_AtomicRedTeam_0077.pdf,llm_prompt_injection,AtomicRedTeam,AMTSO,Safe_AMTSO-POTENTIALLY_UNWANTED-TEST-FILE-NOT-DANGEROUS_Research,after_first_endobj,n/a,42,2026-07-19T08:18:38.666122
78,46KXLWATPXX7EE6CIIN3H4KUPVN3RX75.pdf,steganographic_payload_mindcrypt_0078.pdf,steganographic_payload,mindcrypt,AMTSO,SAFETEST-AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,n/a,42,2026-07-19T08:20:15.707490
79,46QMULSFORX2CQ75FYZAEACXSD7AJKPG.pdf,cross_site_scripting_WICAR_0079.pdf,cross_site_scripting,WICAR,AMTSO,AMTSO_POTENTIALLY_UNWANTED-TST-FILE-SAFE-NOT_HARMFUL,before_trailer,n/a,42,2026-07-19T08:20:15.709200
80,46ZGYJDQNL2COPU447ILTCZ6EUMSQOHA.pdf,steganographic_payload_mindcrypt_0080.pdf,steganographic_payload,mindcrypt,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE-SAFE_NOT_DANGEROUS,before_final_eof,n/a,42,2026-07-19T08:20:16.044030
81,47HBHTDSTAKCJIYQ22345FHWVNVJMXJL.pdf,javascript_injection_WICAR_0081.pdf,javascript_injection,WICAR,EICAR,X5O!p%@AP[4\pzx54(p^)7cc)7}$eicar-standard-antivirus-test-file!$h+h*,before_trailer,js_plain,42,2026-07-19T08:23:45.247460
82,47MF5MPMCKI6IZUM67ZZF3JWE2D42DLM.pdf,llm_prompt_injection_AtomicRedTeam_0082.pdf,llm_prompt_injection,AtomicRedTeam,EICAR,Eicar-Standard-Antivirus-Test-File!$h+h* x5o!p%@ap[4\pZx54(p^)7Cc)7}$X5O!P%@AP[4\PZX54(P^)7CC)7}$Eicar-Standard-antivirus-test-file!$h+h*,after_first_endobj,n/a,42,2026-07-19T08:23:45.249214
83,49833f5cf0647c2295e3b3bf11a68ec47a813414.pdf,object_action_injection_AMTSO_0083.pdf,object_action_injection,AMTSO,EICAR,$h+h* eicar-standard-antivirus-test-file! X5O!p%@AP[4\pZx54(p^)7Cc)7}$x5o!p%@ap[4\pZX54(P^)7cc)7}$,before_trailer,n/a,42,2026-07-19T08:23:45.473710
84,4ADSQBDDIAH74AABB7OJ4AP5ZVHU7QIF.pdf,ransomware_simulation_RanSim_0084.pdf,ransomware_simulation,RanSim,EICAR,X5o!p%@aP[4\pzX54(p^)7Cc)7}$eIcar-StAndArD-aNTiViRUs-tEsT-fIlE!$h+h*,after_first_endobj,js_charcode_array,42,2026-07-19T08:26:46.501310
85,4ANUUHOJ7LTWU4PYON2VXJMPPUGDYWPD.pdf,javascript_injection_AMTSO_0085.pdf,javascript_injection,AMTSO,EICAR,x5O!p%@aP[4\PzX54(P^)7cC)7}$EiCar-StAnDaNd-AntiViRuS-TesT-fIle!$H+H*,after_first_endobj,js_charcode_array,42,2026-07-19T08:26:46.504835
86,4BYJ3SJ7LQLUQONSHK7CN7NJFWKW62CX.pdf,object_action_injection_AtomicRedTeam_0086.pdf,object_action_injection,AtomicRedTeam,EICAR,X50!P%@aP[4\PzX54(P^)7cc)7}$EiCaR-StAnDaNd-AnTiViRuS-TesT-fiLe!$h+h*,before_final_eof,n/a,42,2026-07-19T08:26:46.571350
87,4C5BLCGBSAKXLBL674TCFLMNISKMFTF7.pdf,ransomware_simulation_AtomicRedTeam_0087.pdf,ransomware_simulation,AtomicRedTeam,WICAR,WICar-Browser-Test-Payload-Calc-Exe-Safe,before_final_eof,js_hex_escapes,42,2026-07-19T08:27:56.996834
88,4CWINULHRRVWF33LXZE4U5EEHETC2SI6.pdf,steganographic_payload_Glasswall_0088.pdf,steganographic_payload,Glasswall,WICAR,Safe-WICAR_Browser-Test_Payload_Calc_Exe,before_trailer,n/a,42,2026-07-19T08:27:57.058100
89,4F6ZJS2JPBXSPZK5FG5NMTRHS6NMWKOJ.pdf,shellcode_embedded_exe_AtomicRedTeam_0089.pdf,shellcode_embedded_exe,AtomicRedTeam,WICAR,WICAR_browser-test_payload_calc_exe-safe,after_first_endobj,n/a,42,2026-07-19T08:27:57.062002
90,4GJGAIUVBMLM3W7O5SV4EKDNKC4DVOCL.pdf,polyglot_file_Glasswall_0090.pdf,polyglot_file,Glasswall,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-19T08:29:13.039210
91,4GJOQXDXU2XKJOU5NUAAVWW7LS4LSYA7.pdf,dde_template_injection_AMTSO_0091.pdf,dde_template_injection,AMTSO,RANSIM,RansomSim-KnowBe4_encryption_simulation_test_not_real,before_trailer,n/a,42,2026-07-19T08:29:13.039979
